email;syntactic_valid;mx_found;mx_hosts;smtp_status;smtp_response;disposable_domain;note;checked_at
ofclisboa@sapo.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:30.142959
geral@skystudio.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:33.144106
artstudiofitness@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:36.151515
geral@squadporto.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:39.159298
geral@portugalfa.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:42.163214
geral@vigordamocidade.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:45.170611
geral@cemdei.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:48.177568
geral@fisiovida.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:51.181496
info@academialifeclub.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:54.186869
pausestudio.geral@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:34:57.193018
paranhos@aircourts.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:00.195929
picoas@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:03.206979
tgfitstudio@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:06.210178
geral@clinicademontesclaros.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:09.215317
geral@molar.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:12.218578
geral@rspace.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:15.221764
arca.dagua@aircourts.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:18.227662
geral@gluteproject.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:21.233104
almirante-reis@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:24.239068
geral@oficinadasaude.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:27.241998
futebolclubedafoz@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:30.256615
geral@afporto.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:33.271869
geral@clinicageracoes.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:36.276295
geral@clinicafisioterapialisboa.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:39.281870
nexgym.geral@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:42.285922
geral@absolutehealthclub.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:45.288933
restelo@ptdobairro.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:48.303354
geral@clinicalordemao.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:51.311393
geral@kisaude.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:54.317279
info@umedclinic.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:35:57.322373
info@inspirestudio.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:00.338181
geral@mediclinica.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:03.340996
geral@actifisio.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:06.349960
dourocentromedico@mail.telepac.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:09.354309
feelpremiumstudio@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:12.361724
info@mint.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:15.374151
geral@clinicaraiz.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:18.377513
geral@novaphysio.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:21.381622
marques-de-pombal@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:24.384202
amoreiras@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:27.395131
geral@clinicamirai.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:30.399259
escolabelenensespn@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:33.410175
geral@welvy.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:36.419364
geral@ritdental.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:39.426384
geral@conceptsmile.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:42.436152
geral.osunidos@sapo.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:45.448361
geral@leixoessc.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:48.453901
geral@ccci.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:51.465407
campo-pequeno@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:54.473739
geral@harmonystudio.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:36:57.485789
geral@clinicapraxis.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:00.495333
academica@academica.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:03.503703
geral@clinicaprisma.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:06.513505
geral@orisclinic.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:09.518649
fisiospot@sapo.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:12.528421
geral@sportrugby.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:15.536391
martimpirespt@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:18.548700
pt.studio.parquedasnacoes@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:21.560432
mgfit.studio@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:24.567071
secretaria@atleticocp.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:27.572804
info@clinicadocampoalegre.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:30.587387
telofitnessstudio@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:33.588710
geral@adfisio.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:36.595032
geral@clinicamais.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:39.604191
gogym@gogym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:42.613750
geral@liberdadeac.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:45.628542
geral@fisiopharmaroma.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:48.637278
geral@slowfisio.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:51.640356
geral@intrafisio.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:54.651204
geral@clinicafmr.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:37:57.658632
naturalfisio.geral@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:00.674319
tiagocarvalhopt@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:03.687349
geral@portoccd.org;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:06.690482
info@clivip.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:09.704287
museu@fcporto.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:12.712347
geral@afcoimbra.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:15.715261
cs.saojoao.coimbra@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:18.728265
geral@verticebyquantum.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:21.735893
geral@clinicadelille.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:24.744547
geral@mydentalhouse.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:27.751927
geral@futebolbenfica.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:30.760597
info@ebody.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:33.763103
geral@ifaclinic.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:36.767649
geral@projetamossorrisos.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:39.782616
geral@livclinic.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:42.791138
geral@clinisete.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:45.800540
info@idam.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:48.802487
foxgym@hotmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:51.812889
geral@fisiointegral.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:54.815053
antas@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:38:57.828616
diogo.a.barbosa@hotmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:00.831921
geral@studiorise.eu;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:03.841320
olivais@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:06.845875
info@amsmiling.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:09.849400
geral@portoclinica.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:12.858375
vclisboa@vclisboa.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:15.864150
info@aescolinhadofigo.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:18.879420
footspaceporto@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:21.894526
anca.f.c@sapo.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:24.906879
geral@physioclinicporto.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:27.921850
geral@martanovais.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:30.936471
jaime.ramos.pt@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:33.937348
sportingclubdacruz@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:36.952236
lisboa@urbansoccer.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:39.958980
geral@saodente.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:42.967738
geral@vitalfs.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:45.974206
geral@medicalone.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:48.985368
geral@clinicasaocristovao.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:51.991760
parquedasnacoes@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:54.994289
catela.pt.studio@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:39:57.999059
geral@institutoareluna.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:01.002011
geral@alegriamed.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:04.015061
geral@firsthealth.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:07.018831
geral@clinicamdcelas.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:10.025437
geral@dentallight.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:13.029395
porto@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:16.031348
geral@clinica-profmariojorgesilva.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:19.035094
geral@myoclinics.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:22.049323
direclin@mail.telepac.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:25.062425
desportivo@sfpalmense.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:28.075793
lgc@lgc.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:31.089291
geral@easysmile.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:34.102556
geral@clinicamedicadoporto.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:37.115218
breathe@sapo.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:40.124761
arco-do-cego@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:43.134362
geral@fbw.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:46.148366
kinefisiolisboa@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:49.153201
p.t.l.a.b.alges@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:52.165616
geral@preveris.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:55.172539
rekovery.fisio@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:40:58.179573
geral@rastreiromaya.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:01.187492
info@gcp.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:04.195821
geral@clinicacerejeiraeleao.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:07.206604
geral@clinicaflexus.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:10.208322
geral@fisidinamica.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:13.219721
trindade@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:16.227564
geral@clinicadrjoaoneto.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:19.229812
info@ceti.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:22.241771
rsaudadesilva@gmail.com;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:25.254079
coimbra@vivagym.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:28.256040
geral@boavistafc.pt;True;False;N/A;skipped_dry_run;N/A;False;Consulta DNS MX excedeu o tempo limite (Timeout).;2025-10-10T22:41:31.270311
